NAME,HETNAME,SELECTED,RA,DEC,DDIST,DISTERR,MBH,DMBH,UPPERLIMIT,SIG,DSIG,LK,DLK,R50,DR50,LKOR,DLKOR,C28,DC28,LAGN,DLAGN,CR50LK,CR50C28,CLKC28,CLKORC28,TYPE,REF,HETMGSSIG,HETMGSDSIG,Z,DZ,SCALE
UGC9799,UGC09799,1,229.1853638,7.021667004,151.1000061,15.10999966,8.886500359,0.80369997,1,2.366899967,0.020500001,11.9888773,0.089484401,1.370723009,0.056125399,10.61815262,0.047788799,4.488143921,0.254105896,-8.309508324,0,0.0044369,0.0076528,0.0047561,-0.0028967,gas,dalla-bonta09,217.6000061,11,0.03455,0.000001,0.692
NGC3665,NGC3665,1,171.1817932,38.76279068,34.70000076,6.699999809,8.760100365,0.089900002,0,2.335000038,0.021199999,11.49899197,0.148179397,0.795616388,0.090375803,10.70337868,0.077186003,5.392463207,0.30491361,-9.603564262,4.80E-06,0.0120836,0.0147998,0.007745,-0.0070548,CO,onishi16,224,5,0.0069,0.00002,0.143
NGC1600,NGC1600,1,67.91607666,-5.086102009,64,6.400000095,10.22879982,0.038400002,0,2.465600014,0.021500001,11.86139774,0.081422701,1.078912973,0.050953802,10.78248501,0.044550098,4.926326752,0.212455899,-9.069515228,4.80E-06,0.0036206,0.0065093,0.0040218,-0.0024875,star,thomas16,343.6000061,7.599999905,0.01562,0.00003,0.32
Mrk1029,Mrk1029,-3,-1234,-1234,124,12.39999962,6.279600143,0.130400002,0,2.117799997,0.049600001,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,maser,greene16,-1234,-1234,0.03027,0.00011,0.61
NGC1320,NGC1320,1,51.20294189,-3.042299032,49.09999847,4.909999847,6.739799976,0.159999996,0,2.147799969,0.050900001,11.00597286,0.086357802,0.599096715,0.078345098,10.40687752,0.066178299,5.179895401,0.383854389,9.206565857,3.273407698,0.004608,0.018177399,0.0096863,-0.0084911,maser,greene16,-1234,-1234,0.00928,0.00003,0.192
J0437+2456,2M04370,1,69.26528168,24.93519974,66,6.599999905,6.449999809,0.029999999,0,2.038300037,0.051600002,10.60584068,0.081557199,0.700003684,0.046251699,9.905840874,0.042440999,3.007847309,0.364850193,9.57216835,0.032965001,0.0034948,0.0086379,0.0124172,0.0037793,maser,greene16,95.19999695,18.29999924,nan,nan,nan
ESO558-009,ESO558-009,1,106.0875092,-21.58871078,102.5,10.25,7.220399857,0.029999999,0,2.228899956,0.049899999,11.12533283,0.101691097,0.679986417,0.134309798,10.44535065,0.090145499,5.555977821,0.675109982,10.10147858,0.086596303,0.010127,0.071625397,0.028202999,-0.043422401,maser,greene16,-1234,-1234,0.0256,0.00009,0.518
UGC6093,UGC06093,1,165.1998138,10.72826767,150,15,7.409500122,0.020300001,0,2.188999891,0.0491,11.3953619,0.082350098,0.973600328,0.048015799,10.42176056,0.050607301,3.786055326,0.321003705,9.258365631,3.136161804,0.003263,0.0030109,0.0039095,0.0008986,maser,greene16,179.6000061,8.5,0.03602,0.00001,0.72
NGC5495,NGC5495,1,213.0973053,-27.10797882,126.3000031,11.60000038,6.999499798,0.049699999,0,2.218400002,0.051100001,11.75722027,0.1429694,1.114420176,0.145804107,10.64279842,0.146535903,3.754360199,1.907563567,0.271943301,9.246024132,0.0101132,-0.059876598,-0.052646201,0.0072305,maser,greene16,-1234,-1234,0.02247,0.00003,0.457
NGC2974,NGC2974,1,145.6386108,-3.699115992,21.5,2.381000042,8.229999542,0.090999998,0,2.355000019,0.021199999,11.0419426,0.092432797,0.554736972,0.065978698,10.48720551,0.0563474,5.831210136,0.3592152,-10.0244627,6.70E-06,0.004861,0.013319,0.0010522,-0.0122668,stars,cappellari08,-1234,-1234,0.00629,0.00002,0.13
NGC3414,NGC3414,1,162.8176727,27.97496796,25.20000076,2.737999916,8.399999619,0.071000002,0,2.27699995,0.021199999,10.98813248,0.1054039,0.457556188,0.077485099,10.53057098,0.0505112,5.511663437,0.259388506,-9.883365631,9.60E-06,0.0072813,0.0093923,0.0056612,-0.003731,stars,cappellari08,239.1000061,4.699999809,0.0049,0.00002,0.102
NGC4552,NGC4552,1,188.9161835,12.55603981,15.30000019,0.986999989,8.699000359,0.050999999,0,2.351000071,0.021199999,11.10582542,0.058113899,0.449429095,0.068073399,10.65639782,0.0500746,6.284543991,0.393470287,-10.31976223,3.80E-06,0.0027519,0.0225932,0.0070759,-0.0155173,stars,cappellari08,-1234,-1234,0.00113,0.00001,0.024
NGC4621,NGC4621,1,190.5096741,11.64692974,18.29999924,2.961999893,8.602000237,0.085000001,0,2.296000004,0.021199999,11.19120884,0.116229802,0.528113604,0.063721001,10.66309357,0.062310401,5.197089672,0.189731002,-10.16308689,3.80E-06,0.0068436,0.0039008,0.0008642,-0.0030367,stars,cappellari08,-1234,-1234,0.00156,0.00002,0.033
NGC5813,NGC5813,1,225.296936,1.701969981,32.20000076,2.671999931,8.850999832,0.057999998,0,2.323999882,0.021199999,11.50482082,0.076779597,0.960588872,0.067351498,10.54423237,0.0396984,5.467151642,0.278363287,-9.672179222,3.80E-06,0.0044277,0.014557,0.0091873,-0.0053697,stars,cappellari08,-1234,-1234,0.00653,0.00002,0.135
NGC5846,NGC5846,1,226.6218872,1.605636954,24.89999962,2.296999931,9.041000366,0.057999998,0,2.348999977,0.021199999,11.46104813,0.0895354,0.800431788,0.098281503,10.66061974,0.055453099,5.001793861,0.475286096,-9.896435738,8.60E-06,0.0073004,0.0409384,0.021925,-0.019013399,stars,cappellari08,-1234,-1234,0.00571,0.00002,0.118
NGC0307,NGC0307,1,14.13581371,-1.771937966,52.79999924,5.736000061,8.602000237,0.059999999,0,2.309999943,0.01,10.95379734,0.084173299,0.439525396,0.072463401,10.51426506,0.0571674,6.545930862,0.614988923,-9.238175392,1.34E-05,0.004534,0.017164901,0.0125566,-0.0046084,stars,saglia16,239.3999939,7.5,0.01303,0.00004,0.268
NGC1398,NGC1398,1,54.71720886,-26.33783913,24.77000046,4.125,8.032999992,0.082999997,0,2.368999958,0.01,11.6619091,0.145322904,0.912579477,0.1143279,10.74932575,0.082340397,5.631412983,0.438485593,-9.897445679,1.44E-05,0.0137048,0.034521099,0.015966499,-0.0185546,stars,saglia16,-1234,-1234,0.00466,0.00001,0.097
NGC3627,NGC3627,1,170.0626068,12.99129009,10.05000019,1.092000008,6.928999901,0.048,0,2.088000059,0.01,11.02345467,0.093446501,0.627171576,0.066944599,10.3962822,0.048332501,4.014186382,0.384294689,-10.68488121,9.60E-06,0.0054389,0.0134647,0.0110094,-0.0024553,stars,saglia16,121.3000031,4.699999809,0.00241,0.00001,0.05
NGC3923,NGC3923,1,177.757431,-28.80620956,20.87999916,2.700000048,9.449000359,0.115000002,0,2.346999884,0.02,11.49944687,0.113951497,0.890316129,0.098502599,10.60913086,0.06123,5.103339672,0.35372299,-10.0524168,7.70E-06,0.0094693,0.027071999,0.015202,-0.01187,stars,saglia16,-1234,-1234,0.0058,0.00003,0.12
NGC4371,NGC4371,1,186.230957,11.70428753,16.89999962,1.480999947,6.84499979,0.074000001,0,2.157999992,0.021199999,10.77641869,0.077170797,0.400356412,0.0518662,10.37606049,0.038927902,4.723388672,0.313465595,-10.23273087,7.70E-06,0.003565,0.0081722,0.0037703,-0.0044019,stars,saglia16,-1234,-1234,0.00311,0.00002,0.065
NGC4501,NGC4501,1,187.9967346,14.42041016,16.5,1.141000032,7.301000118,0.079999998,0,2.197000027,0.01,11.26557064,0.068171799,0.719321311,0.0446162,10.54624844,0.030982399,3.522278547,0.167215094,9.225912094,0.068818301,0.002839,0.0046466,0.0042211,-0.0004255,stars,saglia16,146.5,5.400000095,0.00762,0.00001,0.158
NGC4699,NGC4699,0,192.2591095,-8.664302826,18.89999962,2.052999973,8.24600029,0.052000001,0,2.257999897,0.01,11.37826443,0.106827602,0.490286112,0.118988298,10.88798237,0.076150201,5.592477798,0.624138772,-10.13508511,1.05E-05,0.0098857,0.065326102,0.0303165,-0.0350096,stars,saglia16,153.3999939,11.80000019,0.00464,0.00001,0.096
NGC5018,NGC5018,0,198.2541656,-19.5182972,40.54999924,4.867000103,8.020999908,0.078000002,0,2.321000099,0.01,11.53879738,0.0898178,0.618088126,0.057183798,10.92071152,0.0505923,5.531627655,0.274885893,-9.473934174,4.80E-06,0.0043888,0.0059127,0.0021004,-0.0038122,stars,saglia16,-1234,-1234,0.00939,0,0.194
NGC5419,NGC5419,1,210.9115448,-33.97838974,56.20000076,6.105999947,9.859999657,0.143999994,0,2.565000057,0.011,11.99974632,0.092748098,1.258058429,0.070930503,10.74168968,0.047299899,5.512555599,0.214129895,-9.185990334,8.60E-06,0.005698,0.0120526,0.0090418,-0.0030108,stars,saglia16,-1234,-1234,0.01376,0.00005,0.283
1RXSJ1858+4850,1RXSJ1858+4850,-3,-1234,-1234,338.3371887,33.83369827,6.68380022,0.187199995,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,pei14,-1234,-1234,nan,nan,nan
3C120,3C120,1,68.29611969,5.354221821,141.3735962,14.13739967,7.729300022,0.152500004,0,2.206199884,0.0539,11.20050907,0.090610899,1.004758716,0.062245701,10.19574738,0.049513999,3.753225803,0.213038698,11.38743496,0.0009907,0.0048166,0.0051962,0.0048071,-0.0003891,reverb,kollatschny14,250.5,110.0999985,0.03301,0.00003,0.663
3C390.3,PGC2821983,1,280.5378113,79.77133942,240.262207,24.02619934,8.620100021,0.156000003,0,2.435400009,0.0255,11.25255013,0.104679301,0.643829525,0.094455101,10.60872173,0.135021701,3.851158142,0.778958201,11.26435757,0.038755,0.0008243,0.0134481,0.0286493,0.0152011,reverb,dietrich12,-1234,-1234,nan,nan,nan
Ark120,UGC03271,1,79.04747772,-0.149902999,140.0886993,14.00889969,8.045999527,0.169200003,0,2.282900095,0.018100001,11.20046425,0.093673497,0.740288079,0.068940498,10.46017456,0.0543232,3.944415569,0.41981101,11.52664089,0.0034098,0.0052883,0.0040311,0.0038947,-0.0001364,reverb,doroshenko08,202.1999969,24.29999924,0.03271,0.00006,0.657
Arp151,ARP151,1,171.4004974,54.38251877,90.32319641,9.032299995,6.651100159,0.163100004,0,2.07159996,0.0147,10.62037277,0.085508198,0.44891721,0.126504406,10.17145729,0.103230402,10.93480015,3.292184591,-8.763609886,6.70E-06,0.0063292,0.042516001,0.0020183,-0.0404975,reverb,bentz10,-1234,-1234,0.02069,0.00003,0.421
Fairall9,ESO113-045,1,20.94050598,-58.8057785,201.3748932,20.13750076,8.265600204,0.210500002,0,2.354899883,0.076399997,11.57415199,0.0926916,0.88213712,0.069600299,10.6920166,0.065665901,4.139004707,0.663921118,11.42295074,0.0232148,0.004562,0.0044199,0.0252815,0.0208616,reverb,"peterson04,vdb15",-1234,-1234,0.04614,0.00006,0.912
H0507+164,H0507+164,-3,-1234,-1234,76.57129669,7.657100201,6.686100006,0.362199992,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,stalin11,-1234,-1234,0.01788,0.00008,0.365
Mrk0110,MRK0110,0,141.3036041,52.28620911,151.1381989,15.11380005,7.280099869,0.212599993,0,1.957800031,0.033500001,10.58335495,0.1013887,0.77282232,0.067779802,9.81053257,0.070004001,2.987095118,0.493995398,10.8208456,0.0011753,0.0049866,0.0045854,0.014361,0.0097756,reverb,peterson04,-1234,-1234,0.03529,0.00002,0.706
Mrk1310,MRK1310,1,180.3097534,-3.678060055,83.77059937,8.377099991,6.188099861,0.193200007,0,1.923499942,0.025900001,10.35178185,0.101564698,0.278995186,0.077903003,10.07278347,0.063129097,2.815864563,0.581629515,10.01994324,0.0121369,0.0061995,0.0098794,0.0092184,-0.000661,reverb,bentz10,-1234,-1234,0.01956,0.00001,0.399
Mrk0142,Mrk142,-3,-1234,-1234,192.4667969,19.24670029,6.272299767,0.2104,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,du14,-1234,-1234,0.04459,0.00002,0.883
Mrk1501,Mrk1501,-3,-1234,-1234,382.6207886,38.26210022,8.029100418,0.255499989,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,grier12,-1234,-1234,0.08723,0.00005,1.643
Mrk0202,MRK0202,1,184.4790039,58.65991974,90.02339935,9.002300262,6.114900112,0.282799989,0,1.891800046,0.0167,10.4849577,0.099360898,0.350651592,0.091712601,10.13430405,0.102403499,5.754822254,1.977752686,9.483344078,0.205067694,0.0038987,-0.0145794,-0.0183542,-0.0037748,reverb,bentz10,-1234,-1234,0.02311,0.00003,0.469
Mrk0279,UGC08823,0,208.2639008,69.30804443,130.4096985,13.04100037,7.403399944,0.229399994,0,2.29369998,0.0265,11.29275036,0.076636598,0.416218102,0.0784209,10.87653065,0.0877188,5.171162128,0.869157493,11.20682049,0.018536201,0.0021642,0.0126436,-0.0007867,-0.0134303,reverb,peterson04,-1234,-1234,0.03045,0.00008,0.613
Mrk0290,Mrk290,-3,-1234,-1234,126.6837006,12.66839981,7.262800217,0.174199998,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,denney10,-1234,-1234,0.03023,0.00002,0.609
Mrk0335,Mrk335,-3,-1234,-1234,110.4521027,11.04520035,7.214300156,0.156200007,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,du14,-1234,-1234,0.02578,0.00006,0.522
Mrk0050,MRK0050,1,185.8506012,2.679069996,100.3448029,10.03450012,7.401400089,0.175799996,0,2.033799887,0.0561,10.44351959,0.081777804,0.298233986,0.063643999,10.14528656,0.068730399,3.222383022,0.760890722,9.925423622,0.0282763,0.0030071,0.0008287,0.0058979,0.0050692,reverb,barth11a,117.8000031,25.60000038,0.02386,0.00004,0.484
Mrk0509,MRK0509,1,311.0406494,-10.7234869,147.3265991,14.73270035,8.034500122,0.148200005,0,2.263900042,0.0284,11.18584347,0.097343303,0.582084715,0.090027899,10.60376263,0.085307203,4.11056757,0.695484281,11.5394516,0.0071261,0.0051517,0.0127208,0.019117501,0.0063966,reverb,peterson04,10.30000019,47.5,0.0344,0.00004,0.689
Mrk0590,NGC0863,1,33.63991165,-0.766744971,113.0217972,11.30220032,7.548900127,0.181400001,0,2.276200056,0.0138,11.57953835,0.085608102,0.960968673,0.063913502,10.61856937,0.0489542,5.066783905,0.417832106,11.13561535,0.0133697,0.0045086,0.017805699,0.0152959,-0.0025098,reverb,peterson04,174.8999939,4.400000095,0.02638,0.00004,0.534
Mrk0006,IC0450,-3,103.051506,74.42700958,80.5585022,8.05589962,8.085399628,0.152400002,0,-1234,-1234,11.12710285,0.0958753,0.67103678,0.074908398,10.45606327,0.0619305,5.925848007,0.587112427,10.98952389,0.010411,0.005484,0.0161769,0.0129046,-0.0032723,reverb,doroshenko12,-1234,-1234,0.01951,0.00003,0.398
Mrk0079,UGC03973,1,115.6369858,49.80973053,95.03420258,9.503399849,7.583000183,0.234999999,0,2.112099886,0.040199999,11.166749,0.092053697,0.933095992,0.057767902,10.23365593,0.044190198,3.200064421,0.298155189,10.98701,0.0045429,0.0049291,0.0077947,0.0106705,0.0028758,reverb,peterson04,-1234,-1234,0.02221,0.00002,0.452
Mrk0817,UGC09412,1,219.0922241,58.79414749,134.7353058,13.47350025,7.567399979,0.180999994,0,2.075799942,0.0546,11.16813564,0.083067797,0.757977426,0.0542675,10.4101572,0.048294101,3.560056448,0.597848117,11.2306366,0.0026899,0.0037564,0.0151413,0.0115091,-0.0036322,reverb,denney10,-1234,-1234,0.03133,0.0001,0.63
NGC3227,NGC3227,-3,155.877533,19.86495018,23.75,2.630000114,6.746099949,0.211300001,0,1.962900043,0.0284,11.21394539,0.128868297,1.031157732,0.138963893,10.1827898,0.06301,4.889597893,0.427069694,9.509814262,0.1229605,0.0159739,0.042961899,0.030515,-0.0124469,reverb,denney10,141.8000031,11,0.00376,0.00001,0.078
NGC3516,NGC3516,0,166.6978912,72.56852722,37.85950089,3.786000013,7.367599964,0.162300006,0,2.257499933,0.012,11.11249542,0.108369201,0.397134095,0.131074503,10.7153635,0.096799403,7.135320663,0.804284275,9.977111816,0.110297002,0.0097771,0.068357699,0.035544001,-0.032813799,reverb,denney10,179.1000061,9.5,0.00884,0.00002,0.183
NGC3783,NGC3783,1,174.7571716,-37.73849869,41.6711998,4.167099953,7.356500149,0.189999998,0,1.975299954,0.045899998,11.06483555,0.095137998,0.689439178,0.0582604,10.37539768,0.046466,3.570328474,0.395884693,10.57765102,0.0059799,0.0051432,0.0080567,0.0066349,-0.0014219,reverb,onken02,-1234,-1234,0.00973,0.00001,0.201
NGC4051,NGC4051,1,180.7903595,44.53126144,10.02159977,1.002200007,6.097700119,0.251399994,0,1.949100018,0.0146,10.27920818,0.076995797,0.598249674,0.040704001,9.680956841,0.0395182,3.491063595,0.246441796,9.282770157,0.0052231,0.0030117,0.0018641,0.0003132,-0.0015508,reverb,denney09a,83,13.39999962,0.00234,0,0.049
NGC4151,NGC4151,-3,182.6360779,39.40576172,20,2.772000074,7.542699814,0.162400007,0,1.986600041,0.0134,10.98758221,0.117283598,0.616480112,0.118529402,10.37110138,0.075871103,7.133276463,0.388290286,10.23303986,0.033396401,0.0110241,0.022710999,0.0150693,-0.0076417,reverb,bentz06a,111.8000031,8,0.00333,0.00001,0.069
NGC4253,NGC4253,1,184.6103516,29.81282043,55.37599945,5.53760004,6.804299831,0.166899994,0,1.941100001,0.1558,10.69138813,0.099397302,0.608746827,0.0561064,10.08264256,0.050075699,2.928479195,0.472061187,10.53080654,0.0046269,0.0052601,0.0110895,0.0169541,0.0058647,reverb,bentz10,101.9000015,41.40000153,0.01288,0.00005,0.265
NGC4395,NGC4400,-3,186.4538422,33.54674911,4.400000095,0.439999998,5.427299976,0.25060001,0,1.470999956,0.073100001,8.60771656,0,0.014402,0,8.679624557,0.108761497,3.992440224,0.854731083,-11.40186882,1.53E-05,0.002708,0.0047608,-0.056954201,-0.061714999,reverb,peterson05,-1234,-1234,nan,nan,nan
NGC4593,NGC4593,1,189.9145508,-5.344210148,38.54470062,3.854500055,6.857500076,0.207300007,0,2.129899979,0.019300001,11.35162926,0.091240503,0.978268921,0.085474499,10.37335491,0.0603448,5.628320694,0.344405413,10.27523899,0.035912,0.0059946,0.023198601,0.0113636,-0.011835,reverb,barth13,-1234,-1234,0.00831,0.00002,0.172
NGC4748,NGC4748,1,193.0518799,-13.41467094,62.65660095,6.265699863,6.356200218,0.260100007,0,2.017800093,0.054000001,10.81582165,0.085267,0.622842491,0.060352702,10.19298553,0.042220298,3.359094143,0.287389487,10.29848766,0.0146895,0.0045652,0.0045303,0.0052285,0.0006982,reverb,bentz10,-1234,-1234,0.01462,0.00011,0.3
NGC5273,NGC5273,1,205.5349426,35.65423965,15.4993,1.549900055,6.612500191,0.271200001,0,1.824000001,0.021199999,10.28775024,0.087045699,0.358949602,0.0703061,9.928798676,0.048475198,4.121141434,0.229596406,7.491055012,3.179091454,0.005085,0.0111088,0.0070543,-0.0040545,reverb,"bentz14,vdb15",-1234,-1234,0.00361,0.00001,0.075
NGC5548,NGC5548,1,214.4979706,25.13679314,73.57759857,7.357800007,7.703700066,0.129199997,0,2.289099932,0.028999999,11.20812035,0.093576699,0.638617277,0.063650496,10.56950378,0.062930502,5.246030807,0.60737443,10.84962654,0.026025699,0.0044239,0.0066308,0.0137571,0.0071263,reverb,kovacevic14,-1234,-1234,0.01717,0.00002,0.351
NGC6814,NGC6814,1,295.6690674,-10.32374954,22.31310081,2.231300116,7.022399902,0.170100003,0,1.977499962,0.0137,11.03540039,0.102502704,0.684565485,0.062844798,10.35083294,0.050249599,3.745036125,0.386015892,9.541061401,0.0211598,0.0059656,0.0150932,0.013409,-0.0016842,reverb,bentz10,101.0999985,16.79999924,0.00522,0,0.108
NGC7469,NGC7469,0,345.8153076,8.873689651,47.70000076,8.100000381,6.940999985,0.162200004,0,2.117000103,0.0166,11.12163639,0.148921207,-0.0036725,0.169049606,11.1253109,0.146229193,8.361034393,2.809905052,2.697643042,9.145346642,0.0146861,-0.059324399,-0.0594084,-8.40E-05,reverb,peterson14,228.7449036,20.04504967,0.01627,0.00001,0.333
PG0026+129,PG0026+129,-3,-1234,-1234,608.1503906,60.81499863,8.460399628,0.220699996,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.14,0,2.485
PG0052+251,PG0052+251,-3,-1234,-1234,661.4705811,66.14710236,8.441399574,0.201900005,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.15445,0.00001,2.698
PG0804+761,PG0804+761,-3,-1234,-1234,428.2749939,42.82749939,8.717599869,0.163499996,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.1005,0,1.865
PG0953+414,PG0953+414,-3,-1234,-1234,1002.591614,100.259201,8.306099892,0.208299994,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.2341,0.0004,3.754
PG1226+023,PG1226+023,-3,-1234,-1234,678.1306152,67.81310272,8.806300163,0.208399996,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.15834,0.00007,2.755
PG1229+204,PG1229+204,-3,-1234,-1234,269.8561096,26.98559952,7.722000122,0.310299993,0,2.200900078,0.086900003,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.06355,0.00002,1.231
PG1307+085,PG1307+085,-3,-1234,-1234,663.8261719,66.38259888,8.488499641,0.240799993,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.15384,0.00005,2.69
PG1411+442,PG1411+442,-3,-1234,-1234,383.734314,38.37340164,8.502900124,0.260399997,0,2.315599918,0.062799998,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.0896,0.0005,1.684
PG1426+015,PG1426+015,-3,-1234,-1234,370.7575989,37.07580185,8.963299751,0.248099998,0,2.335400105,0.030099999,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.08657,0.00004,1.632
PG1613+658,PG1613+658,-3,-1234,-1234,552.4746704,55.24750137,8.270899773,0.331200004,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.12109,0.0002,2.195
PG1617+175,PG1617+175,-3,-1234,-1234,481.5523071,48.15520096,8.630200386,0.219099998,0,2.295700073,0.080899999,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.1146,0.0001,2.093
PG1700+518,PG1700+518,-3,-1234,-1234,1250.562744,125.0562973,8.764900208,0.210299999,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,peterson04,-1234,-1234,0.289,0.003,4.378
PG2130+099,PG2130+099,-3,-1234,-1234,269.7276001,26.9727993,7.414199829,0.172700003,0,2.209199905,0.050900001,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,grier12,-1234,-1234,0.06329,0.00001,1.226
SBS1116+583A,PGC034616,1,169.7402954,58.05651093,119.360199,11.93599987,6.539899826,0.197899997,0,1.963400006,0.0189,10.50276279,0.081471898,0.435505211,0.088104002,10.06725979,0.083938397,3.924906015,1.947634101,9.973472595,0.078958102,0.0036772,-0.0061051,0.019990999,0.026095999,reverb,bentz10,-1234,-1234,0.02784,0.00003,0.562
Zw229-015,Zw229-015,-3,-1234,-1234,119.4030991,11.94029999,6.876200199,0.210600004,0,-1234,-1234,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,nan,-1234,-1234,-1234,-1234,reverb,barth11,-1234,-1234,0.02788,0.00007,0.563
IC0342,IC0342,1,56.70479965,68.09660339,3.730000019,0.372999996,6.406499863,0.292499989,1,1.782400012,0.166500002,10.65427494,0.096797802,0.831833482,0.111396402,9.822439194,0.134187907,3.362541199,0.210938901,-11.59214973,1.34E-05,0.0018863,0.001604,-0.0108946,-0.0124986,gas,beifiori12,-1234,-1234,0.0001,0.00001,0.002
IC3639,IC3639,1,190.2203217,-36.75585175,44.79999924,4.480000019,7.007500172,0.354299992,1,1.960299969,0.0228,10.76164627,0.088760003,0.326830298,0.046987399,10.43481541,0.067399397,3.761626482,0.536836922,9.71485424,0.128047407,0.0027717,-0.0033841,0.0130055,0.016389599,gas,beifiori12,-1234,-1234,0.01092,0.00002,0.225
NGC0193,NGC0193,1,9.827408791,3.331351995,49.65000153,4.965000153,8.397600174,0.318399996,0,2.265300035,0.0403,11.24260139,0.082597502,0.83185029,0.072352201,10.41075039,0.047254302,5.945704937,0.318421811,-9.29040432,0,0.0049121,0.0166883,0.0108392,-0.0058491,gas,beifiori12,-1234,-1234,0.01472,0.00005,0.302
NGC0289,NGC0289,1,13.17652035,-31.20582962,17.07999992,1.707999945,7.375599861,0.296499997,1,2.034499884,0.046399999,10.59587479,0.083768301,0.352504313,0.044067498,10.24337387,0.043103699,3.028941393,0.234347999,-10.22203445,6.70E-06,0.0035506,-0.0009138,-0.0036405,-0.0027266,gas,beifiori12,-1234,-1234,0.00543,0.00001,0.113
NGC0315,NGC0315,1,14.45381832,30.352314,57.68000031,5.768000126,8.91629982,0.314200014,0,2.494499922,0.037799999,11.79079247,0.084284097,1.008150816,0.052788898,10.78264141,0.045322899,4.868044853,0.224621907,-9.162549019,3.80E-06,0.0039182,0.0069721,0.0037217,-0.0032504,gas,beifiori12,333.7986145,3.68808198,0.01648,0.00002,0.337
NGC0383,NGC0383,1,16.85391235,32.41255569,59.16999817,5.916999817,8.755299568,0.323900014,0,2.377000093,0.030400001,11.68868065,0.108179599,1.09402585,0.133826301,10.59465599,0.067924596,6.107560635,0.419014513,-9.140686989,3.80E-06,0.0124993,0.049763799,0.029110899,-0.0206529,gas,beifiori12,304.7037964,4.586596966,0.017,0.00004,0.348
NGC0541,NGC0541,1,21.43460464,-1.379495978,63.65000153,6.364999771,8.594900131,0.339599997,0,2.281800032,0.01,11.36254787,0.099638604,0.921240091,0.0941277,10.44130611,0.056209698,6.079648495,0.288469106,-9.074357986,9.60E-06,0.0078142,0.015216,0.0086494,-0.0065666,gas,beifiori12,237.6000061,5.099999905,0.01809,0.00002,0.37
NGC0613,NGC0613,1,23.57597923,-29.41848946,15.39999962,1.539999962,7.604800224,0.3495,0,2.092999935,0.066,10.96508503,0.116838701,0.819463372,0.1104469,10.14562035,0.057381399,4.743573189,0.293349892,-10.31219864,5.80E-06,0.0112786,0.0138791,0.0102689,-0.0036102,gas,beifiori12,-1234,-1234,0.00494,0.00002,0.103
